OBJECTID;NUM_PAVE;IGDS_LEVEL;LIB_LEVEL;LIB_CLASSE;nom_fichier;igds_basename;igds_style;igds_element_association_id;geom_origine;igds_element_type;igds_symbology;igds_color;igds_color_blue;igds_color_green;igds_color_red;igds_fill_color;igds_fill_color_blue;igds_fill_color_green;igds_fill_color_red;igds_rotation;igds_graphic_group;st_area(shape);st_perimeter(shape);geo_shape;geo_point_2d
11;082B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;18.92433138575737;19.130553550236492;"{""coordinates"": [[[2.2983478390917798, 48.87802772131643], [2.298319402378343, 48.87800785282253], [2.2983250551265124, 48.878004334465444], [2.2983223413945115, 48.87800243894084], [2.2982751335046454, 48.87803184671256], [2.2982741010247696, 48.87803257811841], [2.2982731768892797, 48.87803336411967], [2.29827237462308, 48.8780342128897], [2.2982716795680718, 48.87803509916107], [2.298271108097054, 48.878036022130395], [2.298270671238425, 48.87803697286894], [2.2982703580849657, 48.87803795131282], [2.298270181149553, 48.878038939548546], [2.2982701390688827, 48.87803993756816], [2.298270234690855, 48.878040936394925], [2.298270466894397, 48.87804191803556], [2.2982708205610805, 48.878042891394756], [2.2982713260489485, 48.87804382967038], [2.29827193960845, 48.8780447415993], [2.298272677842507, 48.87804560929202], [2.2982884928792053, 48.87805645269287], [2.298289808300263, 48.87805688399202], [2.298291180601905, 48.8780572427781], [2.298292594883582, 48.87805752176906], [2.298294037414704, 48.87805772807918], [2.29829550842517, 48.878057844622234], [2.298296980514083, 48.87805788113049], [2.2982984537054643, 48.87805783580529], [2.298299927987396, 48.878057709546006], [2.2983013625670403, 48.8780574940194], [2.298302770860159, 48.87805720549228], [2.298304139208555, 48.87805684568317], [2.298305455487279, 48.87805640372903], [2.2983067168361155, 48.8780558895058], [2.2983078973385487, 48.87805530376089], [2.298309010410344, 48.87805466276106], [2.2983560252925117, 48.878026323159396], [2.2983533528235416, 48.87802440089722], [2.2983478390917798, 48.87802772131643]]], ""type"": ""Polygon""}";48.878033382177414, 2.298308172699076
48;161A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;10.719057172413098;17.340645866276454;"{""coordinates"": [[[2.268883241018238, 48.85410404260577], [2.268884785998736, 48.8541065082021], [2.2689144323927986, 48.85411556334306], [2.2689152041069285, 48.85411495739178], [2.2688977579460916, 48.854083288603924], [2.2688834060669882, 48.85405721566003], [2.2688808488848164, 48.85405782868879], [2.268882734566406, 48.854061266778054], [2.2688624247506857, 48.85406613863227], [2.268860199906886, 48.854062589647505], [2.2688576693484093, 48.85406324780651], [2.2688615591814805, 48.854069451087895], [2.268883241018238, 48.85410404260577]]], ""type"": ""Polygon""}";48.8540866058138, 2.26888665503456
78;161F;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;5.00952539295571;9.884683825785192;"{""coordinates"": [[[2.258106072858072, 48.84690709390368], [2.258083255609484, 48.84691219032958], [2.258060655914424, 48.84691722424514], [2.2580617417733206, 48.84691934449496], [2.258065795243669, 48.84692723101207], [2.2580668809621494, 48.846929361154], [2.258091242919454, 48.84692392355678], [2.2581122843022183, 48.8469192298265], [2.258106072858072, 48.84690709390368]]], ""type"": ""Polygon""}";48.84691822816338, 2.2580864737603616
105;0240;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;16.06050245084485;17.26795149762433;"{""coordinates"": [[[2.3520994428695188, 48.86989208916143], [2.352062674274807, 48.86989950933968], [2.3520639083482537, 48.86990211511381], [2.3520677752183428, 48.869901408479805], [2.35207819001477, 48.869924696617666], [2.352075579513329, 48.86992523018489], [2.3520758228737244, 48.86992539338351], [2.3520760251147803, 48.86992557434634], [2.3520762123608185, 48.869925755227996], [2.352076373482434, 48.86992595395507], [2.3520765072285768, 48.86992616152737], [2.352076613699716, 48.869926369851306], [2.3520766928063668, 48.86992658612124], [2.352076744537443, 48.869926811236326], [2.352076755372894, 48.869927036130065], [2.3520767525764343, 48.86992726095004], [2.352076708996107, 48.86992747655582], [2.3520766380403044, 48.869927701006795], [2.3521089923605825, 48.86992104745052], [2.35214256290739, 48.869914159445294], [2.3521296087841175, 48.869886009224246], [2.3520994428695188, 48.86989208916143]]], ""type"": ""Polygon""}";48.869906556529116, 2.352104166517311
118;0240;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;18.63768609692635;20.1322362069982;"{""coordinates"": [[[2.347494646343009, 48.86722988333749], [2.3474944077405895, 48.86722934243087], [2.347490034513304, 48.867230217032684], [2.3474834741461277, 48.867217858469175], [2.347476915021292, 48.86720550980465], [2.347482247046584, 48.867204271699904], [2.3474825498723355, 48.86720414744288], [2.3474828378164014, 48.86720401411122], [2.3474831124673146, 48.867203853726835], [2.3474833599684906, 48.867203684200994], [2.347483593951121, 48.86720350560804], [2.3474838008854984, 48.86720330978008], [2.34748396716296, 48.86720309484429], [2.347484119809231, 48.86720287983415], [2.3474842316746787, 48.86720265560829], [2.3474843299089363, 48.867202431308115], [2.34748438736237, 48.86720219779214], [2.3474844040349816, 48.867201955060395], [2.347484406963759, 48.86720172124723], [2.347484368998967, 48.86720148721107], [2.347484305135039, 48.8672012530337], [2.347484212645694, 48.86720101870027], [2.3474840790375935, 48.86720080212954], [2.3474839317983047, 48.86720058548449], [2.3474837435529055, 48.867200377609315], [2.347483541451029, 48.86720018764547], [2.3474832983543066, 48.867200005552164], [2.347483055021031, 48.86719984234384], [2.347482770681544, 48.86719968790533], [2.347482472485681, 48.86719955137819], [2.3474821604334397, 48.867199432762334], [2.347481834524619, 48.867199332057794], [2.347481494646774, 48.86719925825737], [2.3474811546562844, 48.8671991934498], [2.3474808006966703, 48.86719915554631], [2.347480432880575, 48.86719913555418], [2.3474800784703773, 48.86719913362196], [2.3474797237222416, 48.86719915866821], [2.3474793688614586, 48.86719919270728], [2.347479013674103, 48.86719925282552], [2.347478671768529, 48.867199340895795], [2.3474783570127875, 48.86719943810752], [2.34747804203165, 48.86719955330483], [2.34747774034376, 48.86719969555499], [2.347477465805499, 48.86719984694654], [2.347477218304322, 48.86720001647233], [2.347476984321686, 48.867200195065294], [2.347476777376031, 48.867200391792494], [2.347476597692652, 48.86720058866833], [2.347476445046356, 48.867200803678465], [2.347476319549791, 48.86720102783004], [2.347476221202855, 48.86720126112303], [2.3474761501181964, 48.86720149456463], [2.347476118563965, 48.86720172822181], [2.3474143014880906, 48.86721617098792], [2.347414125184144, 48.867216098079176], [2.347413948767641, 48.867216034163285], [2.3474137449760955, 48.86721597909153], [2.3474135545903265, 48.86721594207975], [2.3474133505735684, 48.86721590499363], [2.347413132587543, 48.867215894811665], [2.3474129282327096, 48.86721588470402], [2.347412723652562, 48.86721589258196], [2.3474125189597568, 48.867215909452774], [2.3474123141542935, 48.867215935316366], [2.347412109123514, 48.86721597916561], [2.3474119176112698, 48.86721603208197], [2.3474117259863667, 48.86721609399113], [2.347411547879898, 48.86721616496748], [2.3474113831794075, 48.867216254003765], [2.3474112321100082, 48.867216343114336], [2.3474110944463833, 48.86721645028492], [2.3474109567828596, 48.86721655745546], [2.347410846268963, 48.86721667376748], [2.347410749386259, 48.867216790153826], [2.34741066602209, 48.8672169156073], [2.3474105961876197, 48.867217049228664], [2.34741055224113, 48.867217183890496], [2.347410523288975, 48.86721731863406], [2.347410507855252, 48.86721746244483], [2.3474105197965742, 48.86721759741138], [2.34741054536899, 48.86721773245225], [2.3474105845725983, 48.86721786756745], [2.3474106510385937, 48.867218002831294], [2.347410717605982, 48.86721813000164], [2.3474108114469234, 48.867218256421296], [2.347410919031716, 48.8672183739225], [2.3474110539914532, 48.867218482579524], [2.3474111890638487, 48.867218582243744], [2.347411337767438, 48.86721868198226], [2.3474115003275386, 48.86721876380949], [2.347411676518732, 48.86721884571103], [2.347411866566537, 48.867218909701236], [2.3474120567268977, 48.867218964698665], [2.347412246999917, 48.86721901070324], [2.3474189419721627, 48.86723139608567], [2.3474258898452316, 48.86724426939098], [2.347425738437809, 48.86724438548004], [2.347425614180132, 48.867244510710556], [2.3474254898096967, 48.86724464493388], [2.347425392701662, 48.86724477930588], [2.3474253227433732, 48.86724492281931], [2.347425266416183, 48.867245066407094], [2.3474252236075377, 48.867245219061985], [2.3474251945426463, 48.86724536279838], [2.347425206258703, 48.867245515750575], [2.3474252179747586, 48.867245668702765], [2.3474252570657703, 48.86724581281077], [2.347425309675328, 48.86724596598593], [2.3474253897724973, 48.8672461013241], [2.347425483388213, 48.86724624572939], [2.3474256044916424, 48.86724637229768], [2.34742572423183, 48.867246498858584], [2.347425872710217, 48.86724661658271], [2.34742603493246, 48.867246725388355], [2.347426210898561, 48.8672468252755], [2.3474264007210737, 48.86724690725134], [2.3474265905435865, 48.867246989227176], [2.3474267942226112, 48.86724705329173], [2.347427011645494, 48.867247108437745], [2.347427229293586, 48.86724714559814], [2.347427460572981, 48.86724718283289], [2.347427678559039, 48.867247193014826], [2.3474279102890545, 48.867247194278285], [2.347428142131623, 48.867247186548944], [2.347428374086848, 48.86724716982678], [2.347428592748938, 48.86724712605185], [2.3474288114110267, 48.867247082276876], [2.3474290166672245, 48.867247020442], [2.3474292220248105, 48.86724695051356], [2.3474294138751155, 48.86724687061874], [2.3474295923195285, 48.867246772663954], [2.347429757245495, 48.86724666564203], [2.347429908540261, 48.86724655854575], [2.347430046429134, 48.86724643338956], [2.3474301720500477, 48.86724630816644], [2.347430269158073, 48.86724617379449], [2.3474303527475504, 48.86724603035534], [2.3474304227059295, 48.8672458868419], [2.347492992582054, 48.86723338085988], [2.3474931676470874, 48.867233552689456], [2.347493382242475, 48.86723372473451], [2.347493612057387, 48.86723387887573], [2.3474938556161433, 48.86723402409842], [2.3474941267639617, 48.867234143390604], [2.3474944116667875, 48.86723425286497], [2.347494710426098, 48.867234344428034], [2.347495023041895, 48.86723441807979], [2.3474953358829813, 48.86723447374587], [2.3474956625804504, 48.86723451150066], [2.347495989503308, 48.86723453126984], [2.3474963166513514, 48.867234533053356], [2.3474966441374248, 48.86723450785844], [2.347496971848684, 48.86723446467785], [2.3474972860414893, 48.8672344124302], [2.347497586941025, 48.86723433312975], [2.347497888065845, 48.86723423584367], [2.347498162029647, 48.86723413031544], [2.347498422598903, 48.86723400582796], [2.3474986561311466, 48.86723386320624], [2.347498876144735, 48.867233711517365], [2.347499084003007, 48.867233550768816], [2.347499263461028, 48.867233371878584], [2.3474994157693962, 48.86723318384688], [2.347499554446668, 48.86723299574089], [2.347499652455631, 48.867232789426325], [2.3474997232021972, 48.86723258296313], [2.3474997803176687, 48.86723237642561], [2.3474997965396476, 48.86723216966519], [2.3474997992430713, 48.867231953837596], [2.3474997609403627, 48.86723174677988], [2.3474996953752587, 48.86723153957356], [2.347499602547863, 48.867231332218594], [2.347499495976628, 48.86723113378217], [2.347499348399262, 48.86723094411558], [2.3474991884411955, 48.86723076337497], [2.3474989997450555, 48.867230591471085], [2.3474987835612375, 48.86723043740418], [2.3474985537463255, 48.86723028326298], [2.3474983099622877, 48.867230156025926], [2.3474980388032156, 48.86723003763305], [2.3474977537877635, 48.867229937151514], [2.347497468670934, 48.86722984476348], [2.347497155942516, 48.86722978010457], [2.347496856732654, 48.86722972451277], [2.3474965299225707, 48.867229695750815], [2.3474962165182967, 48.86722968504877], [2.347495889370182, 48.86722968326524], [2.3474955755154356, 48.86722970853448], [2.347495261435301, 48.86722975178936], [2.347494947242523, 48.86722980403705], [2.347494646343009, 48.86722988333749]]], ""type"": ""Polygon""}";48.86722442616421, 2.347452692993419
119;0240;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;14.030425648378795;16.421377988724306;"{""coordinates"": [[[2.3522123900272014, 48.86653732660756], [2.352192162834015, 48.86654249177537], [2.352191822841953, 48.86654242698111], [2.352191468995205, 48.86654238009872], [2.3521911149247945, 48.86654235120203], [2.352190760630722, 48.866542340290934], [2.352190392370132, 48.86654235628454], [2.3521900375169027, 48.86654239033762], [2.352189696071033, 48.86654244245009], [2.352189354412682, 48.86654251164894], [2.3521890260386757, 48.86654260879931], [2.3521887111837594, 48.8665427150163], [2.3521884096243695, 48.866542848285526], [2.3521881215841693, 48.8665429906214], [2.3521878591072958, 48.8665431600759], [2.352187625255592, 48.86654332968535], [2.352187404699312, 48.86654352634706], [2.352187225036001, 48.86654372323007], [2.35218705878015, 48.86654393817255], [2.3521869334171677, 48.86654415333635], [2.3521868215733766, 48.86654437756674], [2.3521867505108234, 48.86654461101132], [2.352186706710116, 48.86654484460344], [2.3521867038024813, 48.866545078416934], [2.3521867144140387, 48.86654532129697], [2.352186766030401, 48.86654555540559], [2.3521868586515677, 48.86654578074266], [2.3521869635406354, 48.86654600614619], [2.3521871107976327, 48.86654622278557], [2.352187271797487, 48.866546430505906], [2.352187473802148, 48.86654662945475], [2.352187689661499, 48.86654681049173], [2.352187932894632, 48.86654698268346], [2.3521882035015462, 48.8665471460299], [2.3521884880750843, 48.866547282471636], [2.352188800022302, 48.86654741006813], [2.3522020698590747, 48.86657115529979], [2.3522137938695495, 48.86659215815994], [2.3522176243279143, 48.866591180621], [2.3522409559409576, 48.866585214747836], [2.3522447863872227, 48.866584238107315], [2.352233300982292, 48.866563669125526], [2.35221984499588, 48.866539545165615], [2.3522199582026424, 48.866539320942564], [2.35222002926514, 48.86653908749796], [2.3522200730655918, 48.86653885390583], [2.3522200896040992, 48.866538620166125], [2.352220078992387, 48.86653837728606], [2.352220027375883, 48.866538143177486], [2.3522199484974364, 48.866537908921366], [2.352219842245118, 48.866537683510515], [2.3522196949880088, 48.86653746687115], [2.3522195204688563, 48.86653725008427], [2.352219332095132, 48.866537051209235], [2.3522191026047907, 48.866536870098535], [2.35221886084645, 48.86653668892143], [2.3522185901276673, 48.866536534567864], [2.352218305665936, 48.86653638913336], [2.352217993729894, 48.866536260637716], [2.3522176815589173, 48.86653615102691], [2.352217341790517, 48.8665360682471], [2.3522169882792703, 48.866535994386304], [2.3522166344325433, 48.86653594750401], [2.352216280250336, 48.866535927600175], [2.352215925956302, 48.86653591668919], [2.352215557695765, 48.86653593268288], [2.352215202842697, 48.86653596673598], [2.3522148477658726, 48.86653601877477], [2.352214505984486, 48.86653609786579], [2.3522141776105667, 48.86653619501625], [2.3522138626550952, 48.866536309326875], [2.352213561095806, 48.86653644259618], [2.352213286574906, 48.86653659399867], [2.3522130255730973, 48.86653675446778], [2.3522127766155307, 48.866536932988964], [2.3522125696903955, 48.86653712972447], [2.3522123900272014, 48.86653732660756]]], ""type"": ""Polygon""}";48.86656392042302, 2.352215733744766
124;0240;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;16.627896998558903;17.726279763331764;"{""coordinates"": [[[2.3528940149127813, 48.86952008369488], [2.352824904356611, 48.86953431802624], [2.3528389792785602, 48.869562366318554], [2.3529076481630113, 48.86954736425262], [2.352907853310054, 48.86954731140124], [2.352908032768933, 48.86954724132353], [2.352908183947403, 48.86954714321338], [2.3529083216057747, 48.869547036036735], [2.3529084185922438, 48.869546910653376], [2.3529084747950946, 48.86954677605616], [2.35290850384614, 48.86954663231872], [2.352908505633562, 48.86954648843388], [2.352908452782131, 48.86954635324709], [2.352908372555363, 48.869546226905676], [2.352908264953362, 48.869546109409654], [2.352908116344318, 48.86954600068536], [2.3529079401366113, 48.869545918792085], [2.352907750196554, 48.86954584491863], [2.3529075461666578, 48.86954580784197], [2.352907341913333, 48.8695457887509], [2.3529071236930554, 48.869545796564566], [2.3529069188811604, 48.8695458224375], [2.3529041985597394, 48.869546419282266], [2.3528920243316307, 48.869522185484115], [2.3528947441937875, 48.86952162551011], [2.352894949340742, 48.86952157265877], [2.352895127559339, 48.86952149268164], [2.3528952922578457, 48.869521403638], [2.3528954163960893, 48.869521287394846], [2.3528955133825407, 48.86952116201153], [2.352895583217202, 48.86952102748797], [2.35289561215645, 48.86952089274334], [2.352895600312205, 48.869520748784815], [2.3528955610925344, 48.86952061367165], [2.352895467345853, 48.869520478263745], [2.352895359744035, 48.86952036076773], [2.3528952110232733, 48.869520261036214], [2.3528950499223957, 48.8695201702312], [2.35289485985946, 48.86952010624983], [2.35289465594139, 48.8695200601803], [2.35289443805647, 48.86952004101552], [2.352894233468102, 48.869520048902885], [2.3528940149127813, 48.86952008369488]]], ""type"": ""Polygon""}";48.86954130834526, 2.3528650895689283
130;192C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;1.4830460287117022;11.486175402971853;"{""coordinates"": [[[2.3861680489949975, 48.89732306496616], [2.3861680730297, 48.89732553820524], [2.3862427019069954, 48.89732524350907], [2.3862426906598535, 48.89732284228079], [2.3861680489949975, 48.89732306496616]]], ""type"": ""Polygon""}";48.89732417284425, 2.3862051947739267
131;192C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;36.59153380638562;32.58322405628417;"{""coordinates"": [[[2.3869927559473627, 48.89729617108139], [2.386992728159978, 48.8972950557888], [2.3870045414909247, 48.89729495707757], [2.3870045011303755, 48.897292708583954], [2.386884143160025, 48.89729369504648], [2.3868849261692127, 48.89733445690129], [2.3870052705946496, 48.897333470368125], [2.3870052166055964, 48.897331220905556], [2.38698169902927, 48.89733141978474], [2.3869813586416235, 48.897312370555255], [2.386993049224574, 48.897312271216826], [2.386993019231753, 48.89731030066459], [2.3870095251470858, 48.897310163919556], [2.387009248324977, 48.897296025274045], [2.3869927559473627, 48.89729617108139]]], ""type"": ""Polygon""}";48.89731267251599, 2.3869403415593005
161;173A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;36.42624015484473;29.74826013356488;"{""coordinates"": [[[2.31387685030172, 48.89486126461915], [2.3138774514928606, 48.89486511716888], [2.3139801807569396, 48.8948574463189], [2.313972841112998, 48.8948117168318], [2.3138620808155133, 48.894819303889484], [2.3138624318157914, 48.894821545216544], [2.3138866786272487, 48.89481988189354], [2.3138896343286097, 48.89483705882303], [2.3138729628128667, 48.894838308693075], [2.313873999620424, 48.89484429513588], [2.3138787370933707, 48.89484394546241], [2.31388056460571, 48.89485492858108], [2.3138758135053483, 48.894855277277195], [2.31387685030172, 48.89486126461915]]], ""type"": ""Polygon""}";48.89483865333783, 2.3139281938018965
194;0310;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;22.41518706041466;20.692791070540753;"{""coordinates"": [[[2.355466627915715, 48.86544780678986], [2.355470935210289, 48.86544783088532], [2.3554708920221277, 48.865461788466654], [2.355470863243532, 48.86547568317133], [2.355466542327033, 48.86547565810317], [2.3554663101597497, 48.86547569282662], [2.35546606413919, 48.86547574546235], [2.3554658316381154, 48.8654758071643], [2.355465612656424, 48.86547587793251], [2.355465393452205, 48.865475966686354], [2.3554652012869544, 48.865476073572744], [2.355465009121705, 48.8654761804591], [2.3554648439953225, 48.86547630547797], [2.355464692499689, 48.865476430570226], [2.3554645544122765, 48.865476573721544], [2.35546444358626, 48.86547671701973], [2.3554643462797293, 48.86547686938409], [2.3554642612408516, 48.865477021814556], [2.355464204715203, 48.865477183391995], [2.3554641753397876, 48.86547735410911], [2.355464159706286, 48.86547751590676], [2.3554641713342823, 48.86547767785124], [2.3554641965929273, 48.86547783986916], [2.3554642491130715, 48.86547800203383], [2.355464315263966, 48.86547816427193], [2.3554644087875247, 48.865478317664035], [2.355464529683745, 48.86547846221009], [2.3554646642107153, 48.86547860682953], [2.3554648125909643, 48.865478733536726], [2.3554649746019645, 48.86547886031732], [2.3554651640968927, 48.86547896925908], [2.3554653535919217, 48.865479078200785], [2.355465570570777, 48.865479169303676], [2.355465787772262, 48.86547924242085], [2.3554660187156586, 48.865479306618646], [2.3554662497704233, 48.86547936182353], [2.355466494678363, 48.865479399116204], [2.3554723149746435, 48.865479432258965], [2.355546996919422, 48.86547978765306], [2.355548007778146, 48.865444575697566], [2.3554666891950875, 48.86544406585013], [2.3554664433972037, 48.86544410050018], [2.3554661974880573, 48.86544414414304], [2.3554659649871246, 48.865444205844994], [2.3554657458943025, 48.865444285606046], [2.355465540320957, 48.86544437443332], [2.3554653346363468, 48.86544447225346], [2.355465156101955, 48.865444579213225], [2.355464977344931, 48.86544470415868], [2.355464825738127, 48.86544483824379], [2.355464687762062, 48.86544497240229], [2.3554645769361144, 48.86544511570044], [2.3554644796296422, 48.86544526806486], [2.3554643958537733, 48.86544542859618], [2.355464339328159, 48.86544559017363], [2.355464310063925, 48.865445751897944], [2.355464294430432, 48.865445913695595], [2.3554643059471587, 48.86544608463293], [2.3554643312058894, 48.86544624665081], [2.3554643837260034, 48.86544640881551], [2.355464463618762, 48.865446562134196], [2.3554645571311372, 48.865446716425545], [2.3554646629222864, 48.8654468698837], [2.355464797560439, 48.86544700551033], [2.3554649458293357, 48.86544714121034], [2.3554651079515017, 48.86544725899811], [2.3554652973350496, 48.86544737693267], [2.3554654869412293, 48.86544747688158], [2.355465703919953, 48.865447567984475], [2.3554659210100417, 48.8654476500945], [2.3554661519533004, 48.865447714292266], [2.355466396749828, 48.86544776057777], [2.355466627915715, 48.86544780678986]]], ""type"": ""Polygon""}";48.86546193279821, 2.3555084941908953
229;121C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;18.336916928355404;18.96844181162792;"{""coordinates"": [[[2.401931732286788, 48.83713429093327], [2.4019518864691967, 48.83715780480231], [2.401947138736408, 48.83715956090289], [2.401947015094105, 48.83715965022096], [2.401946891348717, 48.837159748532116], [2.401946794850044, 48.83715984697949], [2.401946698248187, 48.83715995441999], [2.401946628789858, 48.83716007098984], [2.4019465593315292, 48.837160187559654], [2.4019465171200154, 48.83716030426572], [2.4019464885319097, 48.83716042103991], [2.4019464734639255, 48.83716054687529], [2.401946472122532, 48.83716066378568], [2.401946484301364, 48.837160789757334], [2.401946523830093, 48.83716090687206], [2.4019465768790473, 48.83716103304804], [2.4019466423954157, 48.83716114129907], [2.4019467091708595, 48.837161258550054], [2.4019468033994884, 48.83716135795105], [2.4019469112515255, 48.837161457420144], [2.4019470327269703, 48.837161556957355], [2.4019471680320903, 48.83716163857646], [2.4019473033372107, 48.837161720195624], [2.4019474659923317, 48.83716179295782], [2.401947615230413, 48.83716184766574], [2.40194779171531, 48.83716190250986], [2.40194796830329, 48.837161948360894], [2.4019481450976388, 48.83716197622566], [2.4019483218920876, 48.8371620040905], [2.4019485125162117, 48.8371620140372], [2.40194870324352, 48.83716201499078], [2.4019488805538876, 48.83716199789005], [2.401949071487562, 48.837161980857424], [2.401949248890694, 48.83716195566288], [2.4019494265106123, 48.83716191158283], [2.402013004020366, 48.83713824794102], [2.4019890509978734, 48.83711001951869], [2.401925410564576, 48.83713323225307], [2.4019252448962125, 48.837133303373726], [2.4019251076306345, 48.83713339262364], [2.401924970261869, 48.83713349086667], [2.4019248601398013, 48.837133589245944], [2.4019247499145457, 48.83713369661827], [2.401924653209504, 48.837133813051885], [2.4019245837511614, 48.8371339296217], [2.401924514292919, 48.83713404619152], [2.401924471978088, 48.837134171890696], [2.401924443286758, 48.83713429765797], [2.4019244417389416, 48.837134432554606], [2.4019244402943123, 48.83713455845811], [2.4019244660963843, 48.83713468449787], [2.4019245055219582, 48.837134810605725], [2.4019245585708324, 48.8371349367817], [2.401924625346193, 48.837135054032686], [2.4019247193683566, 48.837135171419895], [2.401924813493708, 48.83713527981404], [2.40192493496905, 48.83713537935129], [2.401925056444393, 48.837135478888534], [2.4019251916462228, 48.837135569500745], [2.4019253541980445, 48.837135651256126], [2.401925503229652, 48.837135723950276], [2.401925679714336, 48.837135778794455], [2.401925856199021, 48.83713583363859], [2.401926032786995, 48.83713587948968], [2.4019262232046437, 48.837135907422606], [2.401926413715162, 48.83713592726179], [2.401926617962587, 48.83713593727663], [2.4019268086897982, 48.837135938230254], [2.401926999520299, 48.8371359301908], [2.401927190557074, 48.83713590416509], [2.4019273816970346, 48.837135869146266], [2.40192755931678, 48.83713582506624], [2.401931732286788, 48.83713429093327]]], ""type"": ""Polygon""}";48.837135266266706, 2.4019707884360817
247;011C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;9.537270765794752;14.522782275210208;"{""coordinates"": [[[2.3300964026425888, 48.8642816524175], [2.330038835708396, 48.86430022995351], [2.3300482747472007, 48.86431300225718], [2.3300478642166755, 48.86431312586767], [2.3300474804959346, 48.86431328470277], [2.3300471102782843, 48.864313453506256], [2.3300467669745015, 48.864313649440845], [2.3300464493370723, 48.86431386350603], [2.33004617372263, 48.864314095793404], [2.3300459116228427, 48.864314337149885], [2.3300456900672297, 48.864314605713766], [2.330045509402842, 48.864314874506555], [2.3300453695139285, 48.86431515252103], [2.3300452567700805, 48.86431543968098], [2.3300451848017074, 48.8643157360626], [2.3300451537245617, 48.86431603267315], [2.3300451635384403, 48.8643163295126], [2.3300451992501783, 48.86431662649705], [2.330045290846412, 48.86431692379429], [2.3300454098190144, 48.864317212251294], [2.3300455699141454, 48.864317482951606], [2.3300468480475853, 48.864317732930125], [2.330047258462398, 48.86431761831245], [2.330047655478301, 48.86431748563287], [2.3300480392106384, 48.86431732589845], [2.330048395901986, 48.86431714892512], [2.3300487256910256, 48.864316943921416], [2.3300490283349937, 48.86431672977226], [2.3300493039495387, 48.86431649748493], [2.330049553897622, 48.86431624706691], [2.330049761707163, 48.86431598741957], [2.330049942487182, 48.86431570963395], [2.3300500687457655, 48.86431543154314], [2.330111346371879, 48.864295670546284], [2.33010008469703, 48.864280468801915], [2.330097894701923, 48.8642811670277], [2.3300964026425888, 48.8642816524175]]], ""type"": ""Polygon""}";48.86429818037909, 2.330074722891534
271;121A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;34.925709242761286;23.880278886795516;"{""coordinates"": [[[2.408686785209992, 48.84707699393707], [2.4086947706116857, 48.84711625422371], [2.4086954278487838, 48.8471194591715], [2.4087874751359837, 48.847111299159515], [2.4087781888182627, 48.84706562815195], [2.4086861279739615, 48.8470737889891], [2.408686785209992, 48.84707699393707]]], ""type"": ""Polygon""}";48.84709254366425, 2.408736804839277
442;143B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;11.876493887332032;15.710144737370461;"{""coordinates"": [[[2.3322446062938056, 48.83348439825805], [2.3322557798353483, 48.833497395402695], [2.332253521207501, 48.83349823719618], [2.3322555065736967, 48.83350054167801], [2.3323199523808347, 48.833476336913485], [2.332304941007865, 48.83345888354827], [2.3322405935668407, 48.833482855017515], [2.3322425654132095, 48.83348515132984], [2.3322446062938056, 48.83348439825805]]], ""type"": ""Polygon""}";48.833479380884775, 2.3322809922436547
446;191F;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;16.17151264703145;17.780019414869734;"{""coordinates"": [[[2.370977285265532, 48.883092832387696], [2.3710428071349985, 48.88311023326514], [2.371058476932725, 48.88308298860583], [2.3709888450491103, 48.883064917727964], [2.3709882465635777, 48.88306592183091], [2.3709944845770554, 48.88306754821292], [2.37098018094647, 48.88309243480969], [2.3709778987395613, 48.883091829262895], [2.370977382450967, 48.88309268900583], [2.370977285265532, 48.883092832387696]]], ""type"": ""Polygon""}";48.883088242174246, 2.371018898432624
