OBJECTID;NUM_PAVE;IGDS_LEVEL;LIB_LEVEL;LIB_CLASSE;nom_fichier;igds_basename;igds_style;igds_element_association_id;geom_origine;igds_element_type;igds_symbology;igds_color;igds_color_blue;igds_color_green;igds_color_red;igds_fill_color;igds_fill_color_blue;igds_fill_color_green;igds_fill_color_red;igds_rotation;igds_graphic_group;st_area(shape);st_perimeter(shape);geo_shape;geo_point_2d
853;062B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;14.695643797148017;16.505680349212568;"{""coordinates"": [[[2.335730411507919, 48.85292240109942], [2.3356991081654885, 48.85293568257107], [2.335699982356368, 48.852936596673075], [2.335701996592306, 48.85293574447444], [2.3357209050206187, 48.852954847439676], [2.3357218053450826, 48.852955742800155], [2.3357575664680303, 48.852940328515544], [2.335782511547254, 48.85292955421146], [2.335762097113899, 48.85290895895827], [2.335730411507919, 48.85292240109942]]], ""type"": ""Polygon""}";48.85293231377097, 2.3357417454466094
865;063D;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;7.8449568141311055;13.888750848855882;"{""coordinates"": [[[2.332610494008495, 48.84087572201902], [2.3326084180542397, 48.84087302043421], [2.3326036906366094, 48.84086691344775], [2.3326017084291117, 48.8408643391964], [2.332534659749192, 48.84088691871582], [2.3325434454330063, 48.8408982925501], [2.332610494008495, 48.84087572201902]]], ""type"": ""Polygon""}";48.84088131674765, 2.332572581131855
899;083B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;12.956937330741015;19.497114115940906;"{""coordinates"": [[[2.3252662417033085, 48.87095537190904], [2.3252606978651347, 48.87094794716674], [2.325256767672791, 48.87094919218477], [2.3252970489201066, 48.87100311806392], [2.325323118449862, 48.87099478151616], [2.325283520546311, 48.87094072369682], [2.3252795918347786, 48.87094195973051], [2.3252850534047913, 48.870949420881296], [2.3252662417033085, 48.87095537190904]]], ""type"": ""Polygon""}";48.87097437178626, 2.325291898400706
906;083B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;13.761643707632917;15.462666555751568;"{""coordinates"": [[[2.323372222784374, 48.870237385079015], [2.32339893753417, 48.87024580645024], [2.3234029025085525, 48.870247025888474], [2.323431351745698, 48.870206822394344], [2.3233979231911883, 48.87019585211335], [2.3233682992912628, 48.87023612090709], [2.323372222784374, 48.870237385079015]]], ""type"": ""Polygon""}";48.87022154796021, 2.32340002129312
907;083B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;12.233809416605746;16.51539244690835;"{""coordinates"": [[[2.3268641863230126, 48.87545356349979], [2.326880580292301, 48.87546937971517], [2.326904794297358, 48.87549273318533], [2.3269089343211906, 48.87549099466042], [2.3269059327636548, 48.87548809090745], [2.326922749782672, 48.87548056267492], [2.3269257105454235, 48.875483458104085], [2.326929443164509, 48.87548169930096], [2.326908448144752, 48.87546130477151], [2.3268875595542733, 48.8754410106629], [2.3268866251019698, 48.875440627686416], [2.3268856340558495, 48.87544029835197], [2.326884614929573, 48.875440031813305], [2.32688356773486, 48.87543982717113], [2.326882492448462, 48.87543968622399], [2.3268814028313307, 48.87543959915659], [2.3268802987674464, 48.875439574961604], [2.326863530605371, 48.875447543239574], [2.3268631850079795, 48.875447910024874], [2.326862893595083, 48.87544830409506], [2.3268626565991277, 48.87544870746459], [2.3268624726566625, 48.87544912012586], [2.326862344378371, 48.87544955108689], [2.326862270633148, 48.87544998235458], [2.3268622650544137, 48.87545041400556], [2.326862314008852, 48.8754508459632], [2.326862417496463, 48.8754512782275], [2.326862574386345, 48.87545169280532], [2.326862800805971, 48.87545210777413], [2.3268630684742293, 48.875452495994764], [2.326863390791787, 48.87545287552927], [2.3268637678750737, 48.87545323738499], [2.3268641863230126, 48.87545356349979]]], ""type"": ""Polygon""}";48.87546457761751, 2.3268937313672264
938;113C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;11.127004345471201;15.887515842977397;"{""coordinates"": [[[2.38085827695806, 48.857460372069426], [2.380827328316528, 48.85747884912268], [2.3808043987951417, 48.857492548057515], [2.380825028518504, 48.85750721974105], [2.380849373950086, 48.85749261978718], [2.3808785117468036, 48.85747513163554], [2.380875876715747, 48.85747321947907], [2.3808718544617937, 48.85747564399521], [2.3808565078372017, 48.85746461683129], [2.380860668488628, 48.85746213007736], [2.38085827695806, 48.857460372069426]]], ""type"": ""Polygon""}";48.85748473624667, 2.3808400194421377
945;174E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;8.02162134178205;13.21666939134667;"{""coordinates"": [[[2.3169017577076807, 48.89456254331637], [2.3169009575542923, 48.89456427444665], [2.3169664212245213, 48.89457764937027], [2.316972379414815, 48.8945637807104], [2.3169074190789174, 48.89455050758652], [2.3169066177979203, 48.894552220723966], [2.3169041876882, 48.89455738696613], [2.3169017577076807, 48.89456254331637]]], ""type"": ""Polygon""}";48.894564061732346, 2.316936788327117
961;051A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;10.699711671824858;13.178033167972767;"{""coordinates"": [[[2.353140457204229, 48.84955818345435], [2.3531428869324635, 48.8495842059883], [2.353167115107172, 48.84958322716856], [2.353193074970406, 48.84958216776983], [2.3531917701727103, 48.84956816672487], [2.3531908704770026, 48.849558637672885], [2.3531906303395664, 48.84955613616288], [2.3531656807751107, 48.84955715605513], [2.353140457204229, 48.84955818345435]]], ""type"": ""Polygon""}";48.84957017535445, 2.3531667669475596
968;194C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;26.45235149000899;22.699998210079936;"{""coordinates"": [[[2.3740372700406027, 48.88076565510311], [2.374082870430063, 48.880792640476706], [2.374082375039418, 48.880793015605114], [2.3740820466164108, 48.880793112814295], [2.3740817315038396, 48.88079323707299], [2.3740814435527526, 48.880793370466954], [2.3740811690309904, 48.88079352101838], [2.374080907917039, 48.8807936905258], [2.3740806739645723, 48.880793869168585], [2.374080453430621, 48.88079406586809], [2.3740802738010216, 48.88079426278143], [2.3740801062264416, 48.8807944777444], [2.3740799808116284, 48.88079470192107], [2.374079910476161, 48.88079488141922], [2.374079853775478, 48.88079506098866], [2.374079824344364, 48.880795240700685], [2.374079822074634, 48.88079542954803], [2.3740798471824562, 48.88079560954518], [2.3740798995598467, 48.88079578968493], [2.3740799655720224, 48.88079596989593], [2.3740800589617486, 48.88079614125678], [2.374080179620944, 48.880796312760246], [2.374080314131192, 48.88079646634948], [2.374080475910806, 48.88079662008132], [2.374080651433392, 48.8807967648917], [2.374080840806824, 48.8807968917879], [2.3740810575579108, 48.88079700983396], [2.374081288051764, 48.88079711895855], [2.374081517387577, 48.88079721098982], [2.374081775475146, 48.88079729327879], [2.3740820337789814, 48.88079735758235], [2.3740823058256857, 48.8807974129644], [2.3740825781965347, 48.8807974413683], [2.374082850675566, 48.880797460779455], [2.3740831233707613, 48.88079746220516], [2.374083409808723, 48.88079745470937], [2.374083682936144, 48.880797420164164], [2.3740839561717473, 48.880797376626205], [2.374084215988729, 48.88079731503152], [2.3740844759137913, 48.88079724444409], [2.374084708785445, 48.88079715572863], [2.37408494323676, 48.88079704903483], [2.374085162797974, 48.8807969332699], [2.374085368832483, 48.88079680844095], [2.374085547813583, 48.880796665484006], [2.3740857131491913, 48.880796523354995], [2.374085851442199, 48.88079636219871], [2.3740859761005235, 48.88079620097111], [2.374086073597358, 48.88079603060826], [2.3740861575674885, 48.880795851181375], [2.3740865062182426, 48.880795205486955], [2.3740868275995197, 48.880794559649935], [2.374087096021415, 48.880793895549445], [2.374129242361218, 48.880762351571136], [2.3741295016376025, 48.880762334939995], [2.3741297473872844, 48.880762309244815], [2.3741299933531135, 48.880762265564194], [2.374130225900415, 48.88076220382685], [2.3741304585556877, 48.880762133096745], [2.3741306776843585, 48.88076205330265], [2.3741308833943995, 48.8807619554518], [2.374131075577737, 48.88076184853698], [2.3741312542343724, 48.880761732558106], [2.3741314193644056, 48.88076160751523], [2.374131557441033, 48.880761464344346], [2.374131681882985, 48.88076132110219], [2.374131792798234, 48.880761168796006], [2.374131876443932, 48.88076101634727], [2.3741319465630273, 48.88076085483452], [2.374131989412571, 48.880760693179234], [2.374132005100739, 48.88076052238861], [2.3741320070460574, 48.880760360519496], [2.3741319818298985, 48.880760189515044], [2.374131942870992, 48.88076002743208], [2.3741318780060334, 48.88075986521368], [2.37413179803483, 48.880759711909576], [2.3741316907940773, 48.88075955846293], [2.3741315561758016, 48.880759413866464], [2.3741314214493525, 48.88075927826273], [2.374131259345482, 48.88075915150915], [2.374131069863889, 48.88075903360575], [2.374130880274324, 48.880758924695066], [2.374130676833837, 48.8807588336986], [2.3741304596506048, 48.88075875162357], [2.374130228724423, 48.88075867846997], [2.3741299975821955, 48.880758623301816], [2.3741297526971206, 48.88075857705515], [2.3741294939611235, 48.88075854872267], [2.374129248643754, 48.88075853844688], [2.3741289895835354, 48.880758537092575], [2.3740832608671885, 48.8807320187161], [2.3740832900820927, 48.880731856989556], [2.374083305770411, 48.88073168619893], [2.374083294081111, 48.8807315242585], [2.374083255122379, 48.88073136217553], [2.374083202528878, 48.88073120002125], [2.3740831226659433, 48.8807310377244], [2.374083029060161, 48.88073088434898], [2.3740829080767605, 48.880730739823754], [2.3740827734586953, 48.88073059522719], [2.374082625097781, 48.8807304595521], [2.3740824492511696, 48.88073034171991], [2.3740822732965783, 48.88073023288045], [2.374082070072453, 48.8807301238984], [2.3740818528893155, 48.88073004182328], [2.3740816357062786, 48.880729959748145], [2.3740813910374436, 48.88072989551592], [2.3740811597873144, 48.88072984934045], [2.3740809147943356, 48.88072981208636], [2.3740806559504266, 48.8807297927465], [2.3740804106332014, 48.88072978247065], [2.3740801514650456, 48.880729790108965], [2.374079905726301, 48.880729814904754], [2.374079659868665, 48.88072984959255], [2.3740794139029475, 48.880729893273035], [2.3740791812477493, 48.88072996400305], [2.3740789622272174, 48.88073003480432], [2.3740787429905197, 48.88073012359106], [2.374078550807191, 48.88073023050582], [2.374078358623862, 48.88073033742061], [2.3740781934938, 48.88073046246338], [2.374078041890423, 48.880730596570224], [2.3740779038137307, 48.880730739741026], [2.374077779371703, 48.88073088298316], [2.3740776957258967, 48.88073103543185], [2.374077611972006, 48.88073119687327], [2.3740775554875495, 48.8807313584573], [2.37403159994148, 48.88076546267796], [2.3740312714103604, 48.880765568879724], [2.3740309564059245, 48.88076568414552], [2.3740306547119925, 48.88076582646081], [2.3740303801795215, 48.88076597791141], [2.374030119173633, 48.88076613842602], [2.3740298851130253, 48.88076632606141], [2.374029676958369, 48.88076651383226], [2.374029483585805, 48.88076671966697], [2.374029331020188, 48.88076693380899], [2.3740291919703442, 48.880767157914356], [2.37402912163484, 48.88076733741249], [2.374029078568789, 48.88076751705322], [2.374029049137414, 48.88076769676522], [2.374029046867501, 48.88076788561257], [2.3740290719752353, 48.880768065609736], [2.374029110717645, 48.880768245678205], [2.3740291903642867, 48.88076842596056], [2.3740292837537966, 48.88076859732146], [2.374029390886176, 48.88076875976093], [2.374029525277201, 48.88076892324226], [2.3740296870566815, 48.880769076974104], [2.3740298625790315, 48.88076922178462], [2.3740300642235215, 48.88076934874504], [2.3740302673396, 48.8807694667199], [2.3740304978332247, 48.88076957584461], [2.3740307421778106, 48.88076966705514], [2.374030986630487, 48.880769749272936], [2.374031244934123, 48.88076981357655], [2.374031517088719, 48.88076985996604], [2.3740317893513048, 48.880769897362775], [2.374032061830175, 48.88076991677401], [2.374032348159901, 48.880769918271106], [2.374032621071131, 48.880769901711496], [2.3740328940903517, 48.88076987615908], [2.374033167325853, 48.88076983262126], [2.3740334271426553, 48.88076977102668], [2.374033687067649, 48.88076970043934], [2.3740339335632354, 48.88076961269456], [2.3740341666511338, 48.88076950599373], [2.3740343725775666, 48.880769390157596], [2.374034578612088, 48.88076926532874], [2.3740347589567317, 48.88076912237894], [2.3740349243031997, 48.88076897935078], [2.37403507623107, 48.8807688182658], [2.374035200889384, 48.88076865703827], [2.3740352983863326, 48.88076848667547], [2.3740353687219176, 48.8807683071773], [2.374035731007894, 48.88076766155433], [2.3740360387548542, 48.88076701564614], [2.3740363071771533, 48.88076635154575], [2.3740372700406027, 48.88076565510311]]], ""type"": ""Polygon""}";48.880762388432714, 2.3740825259825953
981;154F;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;16.853437651802274;18.670395993395076;"{""coordinates"": [[[2.2775759757846576, 48.835169164182616], [2.277602971691935, 48.83516294885731], [2.2776031357871656, 48.835162904879596], [2.277603313754466, 48.83516284299814], [2.2776034644763548, 48.83516278095209], [2.2776036153228745, 48.83516270991312], [2.277603752795952, 48.83516262080582], [2.2776038902690288, 48.83516253169852], [2.2776040006214258, 48.83516243343366], [2.2776040973511167, 48.83516233508653], [2.2776041943300713, 48.8351622187534], [2.2776042639390828, 48.8351621112487], [2.2776043201746505, 48.835161985675725], [2.277604349040176, 48.83516186893121], [2.2776043780304334, 48.835161743193666], [2.277604379650648, 48.83516162628457], [2.2776043813954936, 48.835161500382505], [2.277574038733421, 48.83510318596182], [2.2775432312988215, 48.83511015981639], [2.2775729451559577, 48.83516862424008], [2.2775730253963546, 48.835168732649805], [2.2775731193840962, 48.83516883214882], [2.2775732271191824, 48.83516892273712], [2.2775733486016154, 48.835169004414695], [2.2775734837066537, 48.83516908617451], [2.2775736189363305, 48.83516915894138], [2.2775737815360606, 48.835169222879756], [2.27757393063772, 48.83516927774288], [2.277574093486725, 48.83516932369523], [2.277574270082973, 48.835169360736906], [2.2775744469285972, 48.83516937979253], [2.27757462377412, 48.835169398848166], [2.277574800869019, 48.83516939991781], [2.2775749779638153, 48.835169400987425], [2.2775751553079884, 48.83516938407105], [2.277575319153988, 48.83516935807935], [2.277575496747434, 48.835169323176984], [2.2775756608428086, 48.835169279199285], [2.277575825062718, 48.835169226228615], [2.2775759757846576, 48.835169164182616]]], ""type"": ""Polygon""}";48.83513648426965, 2.2775739602385685
1020;0410;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;9.928955979922026;14.434502406601123;"{""coordinates"": [[[2.350932629909431, 48.85676689300177], [2.3509293063354835, 48.85676782738693], [2.350930668858647, 48.856769939259216], [2.35098981546298, 48.85675336575507], [2.3509786452022596, 48.8567350645302], [2.3509189659860064, 48.85675172507513], [2.3509203148799704, 48.8567538368736], [2.350924009016003, 48.856752805570046], [2.3509282929334954, 48.856759790684265], [2.350928182785714, 48.85675988002194], [2.3509283461028034, 48.85675989889481], [2.350932629909431, 48.85676689300177]]], ""type"": ""Polygon""}";48.85675214896258, 2.3509558323449733
1035;072A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;5.9907512506121865;13.865740248748407;"{""coordinates"": [[[2.3139801511096727, 48.858947512504926], [2.313980039579616, 48.85894666647379], [2.3139719376109653, 48.85894710387896], [2.3139713546005827, 48.85894293653255], [2.3139707837380437, 48.85893877824927], [2.31397947222391, 48.85893830823243], [2.3139793756857796, 48.85893746228722], [2.313979264274267, 48.85893660726322], [2.3139111879682197, 48.8589402307922], [2.313912430928937, 48.85895203742917], [2.313980261158406, 48.85894836752111], [2.3139801511096727, 48.858947512504926]]], ""type"": ""Polygon""}";48.85894446466169, 2.313942895886806
1055;161E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;19.342108538857577;18.120687443238193;"{""coordinates"": [[[2.2616737011029233, 48.84512710348404], [2.261655608292411, 48.84514813959569], [2.2616381398921592, 48.84516847894924], [2.2616820324079554, 48.84518490341445], [2.261698517095303, 48.845165709176925], [2.2617175664718965, 48.845143518775764], [2.261716156833751, 48.84514298844232], [2.2617156858035807, 48.84514353415086], [2.2616746519725814, 48.84512817960212], [2.261675109377759, 48.84512763380961], [2.2616737011029233, 48.84512710348404]]], ""type"": ""Polygon""}";48.84515625710721, 2.261677637889234
1069;042B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;13.964297856723988;16.202342354002564;"{""coordinates"": [[[2.357143218335767, 48.85367373974998], [2.357105130360689, 48.85368735007529], [2.3570792132740244, 48.85369660276638], [2.357079049076526, 48.85369665584527], [2.3570789120234075, 48.8536967180636], [2.357078774748266, 48.853696798267784], [2.357078651211857, 48.85369686955223], [2.357078527453425, 48.853696958822574], [2.3570784309503336, 48.85369704823936], [2.3570783343362813, 48.853697146649075], [2.3570782512389385, 48.85369725412496], [2.3570781818801243, 48.85369735268112], [2.3570781395547304, 48.85369746936959], [2.3570780973402967, 48.85369757706514], [2.357078082270142, 48.85369769390007], [2.357078067199986, 48.85369781073498], [2.357078079496132, 48.85369791872344], [2.3570780916813185, 48.85369803570479], [2.3570781312327047, 48.85369814383968], [2.3570781843008004, 48.85369826104071], [2.357078251107528, 48.853698369322025], [2.357078331652785, 48.85369846868364], [2.3570784108353564, 48.85369856803799], [2.3570785187468144, 48.85369865855308], [2.3570786402860446, 48.85369874914145], [2.3570787619361346, 48.85369883073688], [2.3570788973249575, 48.85369890341257], [2.357079046452309, 48.85369896716857], [2.357079209318192, 48.85369902200484], [2.3570793722951358, 48.85369906784822], [2.3570795353830403, 48.853699104698585], [2.357079698581905, 48.8536991325561], [2.3570798755192985, 48.85369915149387], [2.3570800525677553, 48.85369916143868], [2.357080229727071, 48.853699162390576], [2.357080407108405, 48.8536991453566], [2.357080584489641, 48.85369912832264], [2.357080748465225, 48.85369909322955], [2.3570930277798485, 48.85371499951243], [2.3570928906157405, 48.8537150707237], [2.357092766968248, 48.853715151001104], [2.3570926568374717, 48.85371524034467], [2.3570925467066957, 48.85371532968826], [2.3570924636093538, 48.85371543716412], [2.3570923806229684, 48.8537155356471], [2.357092311153199, 48.85371564319619], [2.357092268827821, 48.85371575988467], [2.357092226613402, 48.85371586758019], [2.357092211543274, 48.85371598441513], [2.3570922101008196, 48.853716101323286], [2.357092222286042, 48.85371621830463], [2.35709223458212, 48.85371632629309], [2.3570922740226927, 48.85371644342091], [2.3570923408293707, 48.85371655170221], [2.3570924076361517, 48.853716659983554], [2.357092488070506, 48.853716768338074], [2.357092582243494, 48.8537168677729], [2.3570927037827913, 48.853716958361254], [2.357092823959302, 48.85371704894225], [2.357092959237132, 48.85371713061087], [2.3570931082535957, 48.85371720335981], [2.3570932573810173, 48.85371726711574], [2.357093420358032, 48.853717312959084], [2.3570935969626188, 48.853717358875656], [2.357093760050591, 48.85371739572603], [2.357093950615728, 48.853717414736984], [2.357094127553292, 48.85371743367474], [2.3570943047126676, 48.85371743462661], [2.357094495610678, 48.85371742665879], [2.3570946731030293, 48.85371740063184], [2.3570948505952787, 48.85371737460492], [2.3570950281985867, 48.85371733958506], [2.3571287910006995, 48.8537052349256], [2.3571599391694473, 48.853694067725144], [2.357143218335767, 48.85367373974998]]], ""type"": ""Polygon""}";48.85369555350735, 2.3571191033148935
1081;101C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;8.480459680792263;13.326554869604006;"{""coordinates"": [[[2.3588341675743165, 48.87596197512114], [2.358802892492523, 48.87596711547986], [2.3588038814230234, 48.87596973784121], [2.358804537257868, 48.87596962533985], [2.3588083626593166, 48.87597973636638], [2.358807678293615, 48.875979840620865], [2.358808682221473, 48.87598246306246], [2.358840270072001, 48.87597727941073], [2.3588728840040054, 48.87597192137908], [2.358868690958251, 48.87596077325124], [2.3588670957313775, 48.875956564813976], [2.3588341675743165, 48.87596197512114]]], ""type"": ""Polygon""}";48.87596948012641, 2.358838110369532
1084;141A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;12.27961666279836;16.282860310727344;"{""coordinates"": [[[2.322730075456056, 48.83840774988012], [2.3227206680867036, 48.838430366102244], [2.3227100791536928, 48.83845583652473], [2.322740120175791, 48.838460860508974], [2.3227510930750883, 48.838435303220464], [2.3227609669578047, 48.83841232899055], [2.3227593903596664, 48.83841203226633], [2.322758307028881, 48.83841456235249], [2.3227446740775535, 48.838412269121484], [2.3227446081797107, 48.83841209786832], [2.3227444156966013, 48.83841223168384], [2.3227308628802597, 48.83840995779169], [2.3227316657942723, 48.838408037688794], [2.322730075456056, 48.83840774988012]]], ""type"": ""Polygon""}";48.83843510812815, 2.3227349304057525
1111;133G;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;14.144238753360215;15.955459516755283;"{""coordinates"": [[[2.364209085091836, 48.819823011653675], [2.3642074720780744, 48.81982248953128], [2.3642056707740626, 48.81982489928466], [2.3642653611618853, 48.81984438513251], [2.3642832047791367, 48.81982055290417], [2.3642235145325485, 48.81980105717224], [2.3642217132300183, 48.819803466925975], [2.3642233275065467, 48.81980399714935], [2.364209085091836, 48.819823011653675]]], ""type"": ""Polygon""}";48.8198229320926, 2.36424507608159
1141;114A;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;8.659885151795107;14.874616803191657;"{""coordinates"": [[[2.376343644085169, 48.85116377100358], [2.3762742013786804, 48.851181012963835], [2.376282368303199, 48.85119492446528], [2.376351723656036, 48.851178150608156], [2.3763510683098126, 48.851177112935986], [2.3763469680552687, 48.85117810693398], [2.376340020448337, 48.851165819729104], [2.376344190630262, 48.85116479012167], [2.376343644085169, 48.85116377100358]]], ""type"": ""Polygon""}";48.85117986008601, 2.376311352192332
16;154B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;11.178120510231407;15.816498945771864;"{""coordinates"": [[[2.2915324617235187, 48.84269431577325], [2.291582052820125, 48.84271686162546], [2.2915993031877346, 48.842700410904314], [2.2915519194607183, 48.842678868335675], [2.2915393957005934, 48.842673178512094], [2.291538484370504, 48.842674063489646], [2.2915423830612163, 48.84267584124615], [2.291527065570391, 48.84269053255034], [2.291523126005017, 48.84268875455134], [2.291522213201967, 48.84268964761437], [2.2915324617235187, 48.84269431577325]]], ""type"": ""Polygon""}";48.84269581230404, 2.291562475077161
27;194E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;11.289928369406017;16.441582584793544;"{""coordinates"": [[[2.384796795749632, 48.87388929338405], [2.3847558474710846, 48.87389314881781], [2.3847561043029364, 48.87389449014572], [2.3847639524780644, 48.87389374986091], [2.3847677319412455, 48.87391127932179], [2.3847617942807915, 48.87391186844548], [2.3847620907546836, 48.87391320098382], [2.3848012670811802, 48.873909309461204], [2.384834765194015, 48.8739059724131], [2.38483048279963, 48.873886119188306], [2.384796795749632, 48.87388929338405]]], ""type"": ""Polygon""}";48.87389932043197, 2.384798634242805
28;171E;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;5.314788925971844;11.972140883918032;"{""coordinates"": [[[2.293575376114955, 48.878667902791484], [2.2935440763507446, 48.87867515652258], [2.293522667297755, 48.87868011594381], [2.2935290202206478, 48.87869185473346], [2.2935502921930153, 48.87868694936186], [2.2935818774159977, 48.878679660440746], [2.293580470547095, 48.87867702606925], [2.2935739453790474, 48.87867848766225], [2.2935704788101305, 48.878671991066504], [2.293576784468762, 48.878670528178404], [2.293575376114955, 48.878667902791484]]], ""type"": ""Polygon""}";48.878680269179576, 2.2935505879464095
52;182B;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;19.178613877264965;18.979979425854076;"{""coordinates"": [[[2.344648722594469, 48.8973534142856], [2.3445729319924395, 48.897353846677525], [2.3445731039679027, 48.89736781403712], [2.3445733365302535, 48.897386503150834], [2.3446491408074848, 48.89738607173251], [2.3446491168703685, 48.89738472262365], [2.3446450108452166, 48.897384753214354], [2.344644816515059, 48.89736941786925], [2.3446446405088737, 48.89735479398526], [2.344648732779281, 48.897354772312475], [2.344648722594469, 48.8973534142856]]], ""type"": ""Polygon""}";48.89736996943846, 2.344609157400103
64;171C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;23.442369795764247;30.414037167617696;"{""coordinates"": [[[2.283344108999388, 48.87990020611457], [2.2833343167534834, 48.87990896821234], [2.283406828553832, 48.879925256715744], [2.283410330017689, 48.87992169920469], [2.2833585324989647, 48.87989377584585], [2.2832872934877484, 48.87985525427802], [2.283271029737474, 48.87986838259027], [2.283296358407462, 48.87988210255435], [2.2832815860370315, 48.87989674169222], [2.2833176100223445, 48.87990533829382], [2.2833274600371265, 48.879897431814655], [2.283344108999388, 48.87990020611457]]], ""type"": ""Polygon""}";48.87989189154498, 2.283329408205699
85;171C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;14.701376759283049;16.09437017139132;"{""coordinates"": [[[2.283340805614262, 48.87850778925719], [2.2833235964648413, 48.878486898886514], [2.283323073400388, 48.87848626621705], [2.283260369498494, 48.878508853670574], [2.283278541219548, 48.87853103586926], [2.2833413273157195, 48.878508421918404], [2.283340805614262, 48.87850778925719]]], ""type"": ""Polygon""}";48.8785086464355, 2.283300830577663
87;171C;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;65.97782922908333;36.53365310861203;"{""coordinates"": [[[2.2848495402719666, 48.88054117283126], [2.2848475574332996, 48.88053870579297], [2.284686789241215, 48.88059336669668], [2.2847132592640516, 48.88062560154867], [2.2848842458829193, 48.880585852421724], [2.2848828380514603, 48.8805832170452], [2.2848495402719666, 48.88054117283126]]], ""type"": ""Polygon""}";48.880584384138984, 2.2847881639357857
135;0320;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;18.84618633641833;19.409003721759667;"{""coordinates"": [[[2.3667265925183982, 48.86336239874941], [2.366713381776462, 48.86338422518095], [2.3666986795956073, 48.86340853400284], [2.3667450313297773, 48.863420929414616], [2.366757221911325, 48.86340116697368], [2.3667733498336565, 48.86337506699967], [2.3667688132629334, 48.86337384596896], [2.366766266050845, 48.86337795958247], [2.366728554433944, 48.863367860056826], [2.366731144299018, 48.86336360187534], [2.3667265925183982, 48.86336239874941]]], ""type"": ""Polygon""}";48.86339334563914, 2.3667349140112752
167;163G;47;ACCES METRO-PARKING - PIETONS;Accès métro-parking (piétons);;;;;;;;;;;;;;;;;;34.31458113240748;24.915864294323004;"{""coordinates"": [[[2.2783453257407524, 48.87444599233002], [2.2783064906219765, 48.874468114991664], [2.278304020716541, 48.8744663994412], [2.278299838187426, 48.87446902638998], [2.27830322641183, 48.87447137701784], [2.278368417025324, 48.87452103339632], [2.278415816969165, 48.87449399976544], [2.2783511658137368, 48.87444467042761], [2.2783480235925757, 48.874442277216296], [2.2783437068687387, 48.874444749569825], [2.2783453257407524, 48.87444599233002]]], ""type"": ""Polygon""}";48.87448214939163, 2.278358805766211
